key,issue,langValue,enValue,trValue
sp_nearfar_5_question,same-as-tr,"Hangi kuşlar daha yakın?","Which birds are nearer?","Hangi kuşlar daha yakın?"
sp_nearfar_6_answer,same-as-tr,"Bu kuşlar daha uzak.","These birds are farther.","Bu kuşlar daha uzak."
sp_nearfar_6_question,same-as-tr,"Hangi kuşlar daha uzak?","Which birds are farther?","Hangi kuşlar daha uzak?"
sp_nearfar_7_answer,same-as-tr,"Bu ay daha yakın.","This moon is nearer.","Bu ay daha yakın."
sp_nearfar_7_question,same-as-tr,"Hangi ay daha yakın?","Which moon is nearer?","Hangi ay daha yakın?"
sp_nearfar_8_answer,same-as-tr,"Bu ay daha uzak.","This moon is farther.","Bu ay daha uzak."
sp_nearfar_8_question,same-as-tr,"Hangi ay daha uzak?","Which moon is farther?","Hangi ay daha uzak?"
sp_nearfar_9_answer,same-as-tr,"Bu gemi daha yakın.","This ship is nearer.","Bu gemi daha yakın."
sp_nearfar_9_question,same-as-tr,"Hangi gemi daha yakın?","Which ship is nearer?","Hangi gemi daha yakın?"
sp_onunder_10_answer,same-as-tr,"Evet, bu yastık yatağın altında.","Yes, this pillow is under the bed.","Evet, bu yastık yatağın altında."
sp_onunder_10_question,same-as-tr,"Yatağın altındaki yastık hangisi?","Which pillow is under the bed?","Yatağın altındaki yastık hangisi?"
sp_onunder_11_answer,same-as-tr,"Evet, bu şapka kafanın üstünde.","Yes, this hat is on the head.","Evet, bu şapka kafanın üstünde."
sp_onunder_11_question,same-as-tr,"Kafanın üstündeki şapka hangisi?","Which hat is on the head?","Kafanın üstündeki şapka hangisi?"
sp_onunder_13_answer,same-as-tr,"Evet, bu kuş bulutun üstünde.","Yes, this bird is above the cloud.","Evet, bu kuş bulutun üstünde."
sp_onunder_13_question,same-as-tr,"Bulutun üstündeki kuş hangisi?","Which bird is above the cloud?","Bulutun üstündeki kuş hangisi?"
sp_onunder_14_answer,same-as-tr,"Evet, bu kuş bulutun altında.","Yes, this bird is below the cloud.","Evet, bu kuş bulutun altında."
sp_onunder_14_question,same-as-tr,"Bulutun altındaki kuş hangisi?","Which bird is below the cloud?","Bulutun altındaki kuş hangisi?"
sp_onunder_15_answer,same-as-tr,"Evet, bu kitap masanın üstünde.","Yes, this book is on the table.","Evet, bu kitap masanın üstünde."
sp_onunder_15_question,same-as-tr,"Masanın üstündeki kitap hangisi?","Which book is on the table?","Masanın üstündeki kitap hangisi?"
sp_onunder_16_answer,same-as-tr,"Evet, bu kitap masanın altında.","Yes, this book is under the table.","Evet, bu kitap masanın altında."
sp_onunder_16_question,same-as-tr,"Masanın altındaki kitap hangisi?","Which book is under the table?","Masanın altındaki kitap hangisi?"
sp_onunder_1_answer,same-as-tr,"Evet, bu top masanın üstünde.","Yes, this ball is on the table.","Evet, bu top masanın üstünde."
sp_onunder_1_question,same-as-tr,"Masanın üstündeki top hangisi?","Which ball is on the table?","Masanın üstündeki top hangisi?"
sp_onunder_2_answer,same-as-tr,"Evet, bu top masanın altında.","Yes, this ball is under the table.","Evet, bu top masanın altında."
sp_onunder_2_question,same-as-tr,"Masanın altındaki top hangisi?","Which ball is under the table?","Masanın altındaki top hangisi?"
sp_onunder_3_answer,same-as-tr,"Evet, bu kedi sandalyenin üstünde.","Yes, this cat is on the chair.","Evet, bu kedi sandalyenin üstünde."
sp_onunder_3_question,same-as-tr,"Sandalyenin üstündeki kedi hangisi?","Which cat is on the chair?","Sandalyenin üstündeki kedi hangisi?"
sp_onunder_4_answer,same-as-tr,"Evet, bu kedi sandalyenin altında.","Yes, this cat is under the chair.","Evet, bu kedi sandalyenin altında."
sp_onunder_4_question,same-as-tr,"Sandalyenin altındaki kedi hangisi?","Which cat is under the chair?","Sandalyenin altındaki kedi hangisi?"
sp_onunder_5_answer,same-as-tr,"Evet, bu kiraz pastanın üstünde.","Yes, this cherry is on the cake.","Evet, bu kiraz pastanın üstünde."
sp_onunder_5_question,same-as-tr,"Pastanın üstündeki kiraz hangisi?","Which cherry is on the cake?","Pastanın üstündeki kiraz hangisi?"
sp_onunder_6_answer,same-as-tr,"Evet, bu kiraz pastanın altında.","Yes, this cherry is under the cake.","Evet, bu kiraz pastanın altında."
sp_onunder_6_question,same-as-tr,"Pastanın altındaki kiraz hangisi?","Which cherry is under the cake?","Pastanın altındaki kiraz hangisi?"
sp_onunder_7_answer,same-as-tr,"Evet, bu top merdivenin üstünde.","Yes, this ball is on the stairs.","Evet, bu top merdivenin üstünde."
sp_onunder_7_question,same-as-tr,"Merdivenin üstündeki top hangisi?","Which ball is on the stairs?","Merdivenin üstündeki top hangisi?"
sp_onunder_8_answer,same-as-tr,"Evet, bu top merdivenin altında.","Yes, this ball is under the stairs.","Evet, bu top merdivenin altında."
sp_onunder_8_question,same-as-tr,"Merdivenin altındaki top hangisi?","Which ball is under the stairs?","Merdivenin altındaki top hangisi?"
sp_onunder_9_answer,same-as-tr,"Evet, bu yastık yatağın üstünde.","Yes, this pillow is on the bed.","Evet, bu yastık yatağın üstünde."
sp_onunder_9_question,same-as-tr,"Yatağın üstündeki yastık hangisi?","Which pillow is on the bed?","Yatağın üstündeki yastık hangisi?"
spatial_on_ball_box_answer,same-as-tr,"Top kutunun üstünde.","The ball is on the box.","Top kutunun üstünde."
spatial_on_ball_box_question,same-as-tr,"Top nerede? Top kutunun üstünde.","Where is the ball? The ball is on the box.","Top nerede? Top kutunun üstünde."
spatial_on_book_table_answer,same-as-tr,"Kitap masanın üstünde.","The book is on the desk.","Kitap masanın üstünde."
spatial_on_book_table_question,same-as-tr,"Kitap nerede? Kitap masanın üstünde.","Where is the book? The book is on the desk.","Kitap nerede? Kitap masanın üstünde."
spatial_under_shoe_bed_answer,same-as-tr,"Ayakkabı yatağın altında.","The shoe is under the bed.","Ayakkabı yatağın altında."
spatial_under_shoe_bed_question,same-as-tr,"Ayakkabı nerede? Ayakkabı yatağın altında.","Where is the shoe? The shoe is under the bed.","Ayakkabı nerede? Ayakkabı yatağın altında."
whatColorIsIt,same-as-en,"Hansı rəngdədir?","Hansı rəngdədir?","Hansı rəngdədir?"
whatIsThis,same-as-en,"Bu nədir?","Bu nədir?","Bu nədir?"
whatShapeIsIt,same-as-en,"Hansı formadadır?","Hansı formadadır?","Hansı formadadır?"
whereIsIt,same-as-en,"Bu haradadır?","Bu haradadır?","Bu haradadır?"
whichColor,same-as-en,"Hansı rəngdir?","Hansı rəngdir?","Hansı rəngdir?"
whichOneIsBigger,same-as-en,"Hansının daha böyükdür?","Hansının daha böyükdür?","Hansının daha böyükdür?"
whichOneIsSmaller,same-as-en,"Hansının daha kiçikdir?","Hansının daha kiçikdir?","Hansının daha kiçikdir?"
whichShape,same-as-en,"Hansı formadadır?","Hansı formadadır?","Hansı formadadır?"
whichSide,same-as-en,"Hansı tərəfdir?","Hansı tərəfdir?","Hansı tərəfdir?"
whichWay,same-as-en,"Hansı tərəf?","Hansı tərəf?","Hansı tərəf?"
